Country,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,year2019
Qatar,QAT,49.4698,46.7374,44.005,39.756,35.507,31.258,27.009,22.76,22.0018,21.2436,20.4854,19.7272,18.969,18.224,17.479,16.734,15.989,15.244,14.4488,13.6536,12.8584,12.0632,11.268,10.9988,10.7296,10.4604,10.1912,9.922,,
Romania,ROU,51.7282,49.4816,47.235,45.8518,44.4686,43.0854,41.7022,40.319,39.349,38.379,37.409,36.439,35.469,36.7016,37.9342,39.1668,40.3994,41.632,40.6178,39.6036,38.5894,37.5752,36.561,36.491,36.421,36.351,36.281,36.211,,
Russian,RUS,50.766,51.294,51.822,48.4678,45.1136,41.7594,38.4052,35.051,33.5634,32.0758,30.5882,29.1006,27.613,28.019,28.425,28.831,29.237,29.643,28.9984,28.3538,27.7092,27.0646,26.42,25.2758,24.1316,22.9874,21.8432,20.699,,
Rwanda,RWA,63.3148,61.0194,58.724,57.5046,56.2852,55.0658,53.8464,52.627,51.4176,50.2082,48.9988,47.7894,46.58,45.348,44.116,42.884,41.652,40.42,40.445,40.47,40.495,40.52,40.545,40.2588,39.9726,39.6864,39.4002,39.114,,
South Asia,SAS,103.3554121,100.763676,98.19176439,94.91393156,91.62591743,88.31745332,84.97943365,81.615466,78.36884829,75.12737664,71.90156801,68.70279403,65.51451972,62.7143862,59.91610814,57.11657605,54.28492658,51.455525,48.71680774,46.00152029,43.31045306,40.65958392,38.00789492,35.57150164,33.11449949,30.63498048,28.1174953,25.58497242,,
Saudi Arabia,SAU,69.778,64.82,59.862,55.1724,50.4828,45.7932,41.1036,36.414,33.3826,30.3512,27.3198,24.2884,21.257,19.4694,17.6818,15.8942,14.1066,12.319,11.9372,11.5554,11.1736,10.7918,10.41,9.7928,9.1756,8.5584,7.9412,7.324,,
Sudan,SDN,105.4364,106.7422,108.048,108.6112,109.1744,109.7376,110.3008,110.864,112.6938,114.5236,116.3534,118.1832,120.013,118.0844,116.1558,114.2272,112.2986,110.37,104.2976,98.2252,92.1528,86.0804,80.008,76.805,73.602,70.399,67.196,63.993,,
Senegal,SEN,131.0482,127.0896,123.131,120.4522,117.7734,115.0946,112.4158,109.737,107.8488,105.9606,104.0724,102.1842,100.296,98.9416,97.5872,96.2328,94.8784,93.524,91.5394,89.5548,87.5702,85.5856,83.601,81.4258,79.2506,77.0754,74.9002,72.725,,
Singapore,SGP,7.9138,7.9014,7.889,7.7994,7.7098,7.6202,7.5306,7.441,7.461,7.481,7.501,7.521,7.541,7.225,6.909,6.593,6.277,5.961,5.5506,5.1402,4.7298,4.3194,3.909,3.8332,3.7574,3.6816,3.6058,3.53,,
Solomon Islands,SLB,90.4142,87.5876,84.761,82.0334,79.3058,76.5782,73.8506,71.123,70.921,70.719,70.517,70.315,70.113,68.6146,67.1162,65.6178,64.1194,62.621,65.6974,68.7738,71.8502,74.9266,78.003,78.003,78.003,78.003,78.003,78.003,,
Sierra Leone,SLE,183.5772,180.6966,177.816,175.4766,173.1372,170.7978,168.4584,166.119,164.3844,162.6498,160.9152,159.1806,157.446,155.1738,152.9016,150.6294,148.3572,146.085,142.1864,138.2878,134.3892,130.4906,126.592,123.8392,121.0864,118.3336,115.5808,112.828,,
El Salvador,SLV,103.9888,102.5944,101.2,99.9924,98.7848,97.5772,96.3696,95.162,93.862,92.562,91.262,89.962,88.662,87.4288,86.1956,84.9624,83.7292,82.496,80.6998,78.9036,77.1074,75.3112,73.515,72.7038,71.8926,71.0814,70.2702,69.459,,
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,91.7448,96.7374,101.73,106.705,111.68,116.655,121.63,126.605,126.7596,126.9142,127.0688,127.2234,127.378,127.326,127.274,127.222,127.17,127.118,123.7696,120.4212,117.0728,113.7244,110.376,108.3178,106.2596,104.2014,102.1432,100.085,,
Serbia,SRB,40.109,38.071,36.033,34.7008,33.3686,32.0364,30.7042,29.372,28.616,27.86,27.104,26.348,25.592,24.934,24.276,23.618,22.96,22.302,21.5944,20.8868,20.1792,19.4716,18.764,17.9524,17.1408,16.3292,15.5176,14.706,,
Sub-Saharan Africa (excluding high income),SSA,139.4646177,137.9566157,136.4499757,135.5970456,134.7206387,133.8167229,132.8592951,131.8765304,130.6844742,129.5017776,128.3513709,127.2379807,126.1702645,124.870519,123.6043489,122.3612692,121.104557,119.8619061,118.3298687,116.7708046,115.1808462,113.5561182,111.9115485,110.0527442,108.2091024,106.3886147,104.5783017,102.7908548,,
South Sudan,SSD,138.133,137.096,136.059,134.8096,133.5602,132.3108,131.0614,129.812,127.8256,125.8392,123.8528,121.8664,119.88,115.5712,111.2624,106.9536,102.6448,98.336,94.2836,90.2312,86.1788,82.1264,78.074,74.8672,71.6604,68.4536,65.2468,62.04,,
Sub-Saharan Africa,SSF,139.4548795,137.947213,136.4410518,135.5881601,134.7118081,133.8080967,132.8507494,131.8680583,130.6762209,129.4937257,128.3436038,127.2306364,126.1632096,124.8641613,123.5986116,122.3560468,121.0995927,119.8572052,118.3253248,116.7665031,115.176701,113.5524139,111.9081406,110.0496072,108.2062239,106.385944,104.5758405,102.7885852,,
Small states,SST,89.66061103,88.43006029,87.25381749,85.7848974,84.29287399,82.76549792,81.03715007,79.25875288,77.95289168,76.6395701,75.33679789,74.0044221,72.67418052,71.72446607,70.7749808,69.827574,68.80370112,67.82975066,66.86024127,65.93337291,65.03788788,64.02630334,63.05381885,62.30508466,61.54941055,60.76192254,59.9061826,59.01540835,,
Sao Tome and Principe,STP,126.7834,125.5612,124.339,122.6536,120.9682,119.2828,117.5974,115.912,114.9172,113.9224,112.9276,111.9328,110.938,109.9428,108.9476,107.9524,106.9572,105.962,104.8588,103.7556,102.6524,101.5492,100.446,99.2788,98.1116,96.9444,95.7772,94.61,,
Suriname,SUR,95.1222,94.7596,94.397,93.416,92.435,91.454,90.473,89.492,87.8248,86.1576,84.4904,82.8232,81.156,79.4176,77.6792,75.9408,74.2024,72.464,71.0692,69.6744,68.2796,66.8848,65.49,64.723,63.956,63.189,62.422,61.655,,
Slovak Republic,SVK,47.6234,46.4922,45.361,41.7286,38.0962,34.4638,30.8314,27.199,25.8952,24.5914,23.2876,21.9838,20.68,20.7664,20.8528,20.9392,21.0256,21.112,21.3824,21.6528,21.9232,22.1936,22.464,23.108,23.752,24.396,25.04,25.684,,
Slovenia,SVN,25.5836,22.5528,19.522,17.4516,15.3812,13.3108,11.2404,9.17,8.5076,7.8452,7.1828,6.5204,5.858,5.7196,5.5812,5.4428,5.3044,5.166,5.0788,4.9916,4.9044,4.8172,4.73,4.5392,4.3484,4.1576,3.9668,3.776,,
Sweden,SWE,11.5296,11.4498,11.37,10.539,9.708,8.877,8.046,7.215,7.0502,6.8854,6.7206,6.5558,6.391,6.3152,6.2394,6.1636,6.0878,6.012,5.8922,5.7724,5.6526,5.5328,5.413,5.3456,5.2782,5.2108,5.1434,5.076,,
Eswatini,SWZ,128.0542,125.8706,123.687,121.8638,120.0406,118.2174,116.3942,114.571,112.591,110.611,108.631,106.651,104.671,102.145,99.619,97.093,94.567,92.041,89.5948,87.1486,84.7024,82.2562,79.81,79.187,78.564,77.941,77.318,76.695,,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,67.8894,67.9932,68.097,66.0594,64.0218,61.9842,59.9466,57.909,57.9072,57.9054,57.9036,57.9018,57.9,58.3022,58.7044,59.1066,59.5088,59.911,60.1906,60.4702,60.7498,61.0294,61.309,61.4572,61.6054,61.7536,61.9018,62.05,,
Syrian Arab Republic,SYR,73.608,70.764,67.92,67.2686,66.6172,65.9658,65.3144,64.663,63.1372,61.6114,60.0856,58.5598,57.034,55.9606,54.8872,53.8138,52.7404,51.667,49.9912,48.3154,46.6396,44.9638,43.288,42.3488,41.4096,40.4704,39.5312,38.592,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,218.0928,218.0934,218.094,217.7618,217.4296,217.0974,216.7652,216.433,215.092,213.751,212.41,211.069,209.728,206.9984,204.2688,201.5392,198.8096,196.08,192.508,188.936,185.364,181.792,178.22,174.794,171.368,167.942,164.516,161.09,,
East Asia & Pacific (IDA & IBRD countries),TEA,30.01375603,28.59723203,27.2524748,26.61499402,25.94167357,25.1885377,24.24637305,23.25846435,23.06029671,22.7222721,22.21444335,21.54970527,20.71488291,19.99347235,19.47297401,19.23106191,19.14252639,19.34272066,20.09793247,20.92767805,21.65358604,22.29500917,22.75137451,22.71812061,22.64367573,22.5997361,22.53080615,22.4528779,,
Europe & Central Asia (IDA & IBRD countries),TEC,51.80225255,51.65946257,51.51776328,49.18359493,46.84301615,44.50481725,42.15815483,39.79500451,37.83149914,35.86833857,33.9229583,31.95726462,29.98826478,29.97490973,29.97080238,29.96186208,29.93375137,29.8700221,29.53803495,29.24109293,28.97074593,28.71284289,28.46549532,27.83762296,27.20908487,26.56910587,25.90521133,25.21611813,,
Togo,TGO,114.3596,110.9228,107.486,105.3846,103.2832,101.1818,99.0804,96.979,96.2936,95.6082,94.9228,94.2374,93.552,93.3896,93.2272,93.0648,92.9024,92.74,92.5394,92.3388,92.1382,91.9376,91.737,91.2078,90.6786,90.1494,89.6202,89.091,,
Thailand,THA,51.431,50.828,50.225,49.3276,48.4302,47.5328,46.6354,45.738,44.972,44.206,43.44,42.674,41.908,42.0144,42.1208,42.2272,42.3336,42.44,44.2646,46.0892,47.9138,49.7384,51.563,50.232,48.901,47.57,46.239,44.908,,
Tajikistan,TJK,57.3834,57.3712,57.359,55.943,54.527,53.111,51.695,50.279,48.7448,47.2106,45.6764,44.1422,42.608,43.0068,43.4056,43.8044,44.2032,44.602,45.7672,46.9324,48.0976,49.2628,50.428,51.7576,53.0872,54.4168,55.7464,57.076,,
Turkmenistan,TKM,24.7594,25.5902,26.421,26.2236,26.0262,25.8288,25.6314,25.434,25.2312,25.0284,24.8256,24.6228,24.42,23.9656,23.5112,23.0568,22.6024,22.148,23.0094,23.8708,24.7322,25.5936,26.455,26.0476,25.6402,25.2328,24.8254,24.418,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,87.82607288,87.75238427,87.67789886,87.34175688,87.00804806,86.67872988,86.34602118,86.02235395,85.06111957,84.09764295,83.12645636,82.14443064,81.15642729,79.75608136,78.36924449,76.99384479,75.62021259,74.2473099,73.1100804,71.97169032,70.83250221,69.68364803,68.53103699,67.51142833,66.49108467,65.46846802,64.41353275,63.3671868,,
Timor-Leste,TLS,57.7282,58.1466,58.565,58.7628,58.9606,59.1584,59.3562,59.554,60.2406,60.9272,61.6138,62.3004,62.987,61.0722,59.1574,57.2426,55.3278,53.413,50.5006,47.5882,44.6758,41.7634,38.851,37.8378,36.8246,35.8114,34.7982,33.785,,
Middle East & North Africa (IDA & IBRD countries),TMN,70.84031465,66.92833516,63.03218925,60.02780297,57.0481643,54.07332846,51.10919559,48.09213867,46.65505155,45.20943017,43.76419912,42.31304471,40.87237865,40.75908859,40.66740559,40.59036197,40.52059499,40.46589989,41.12184516,41.79269819,42.49117729,43.24673715,44.02165221,44.1162999,44.14119244,44.07970349,43.94097382,43.75457615,,
Tonga,TON,24.9144,24.7192,24.524,24.1198,23.7156,23.3114,22.9072,22.503,22.2556,22.0082,21.7608,21.5134,21.266,20.8098,20.3536,19.8974,19.4412,18.985,18.5084,18.0318,17.5552,17.0786,16.602,16.214,15.826,15.438,15.05,14.662,,
South Asia (IDA & IBRD),TSA,103.3554121,100.763676,98.19176439,94.91393156,91.62591743,88.31745332,84.97943365,81.615466,78.36884829,75.12737664,71.90156801,68.70279403,65.51451972,62.7143862,59.91610814,57.11657605,54.28492658,51.455525,48.71680774,46.00152029,43.31045306,40.65958392,38.00789492,35.57150164,33.11449949,30.63498048,28.1174953,25.58497242,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,139.4548795,137.947213,136.4410518,135.5881601,134.7118081,133.8080967,132.8507494,131.8680583,130.6762209,129.4937257,128.3436038,127.2306364,126.1632096,124.8641613,123.5986116,122.3560468,121.0995927,119.8572052,118.3253248,116.7665031,115.176701,113.5524139,111.9081406,110.0496072,108.2062239,106.385944,104.5758405,102.7885852,,
Trinidad and Tobago,TTO,62.484,59.277,56.07,53.7158,51.3616,49.0074,46.6532,44.299,43.1252,41.9514,40.7776,39.6038,38.43,38.3616,38.2932,38.2248,38.1564,38.088,37.4314,36.7748,36.1182,35.4616,34.805,33.862,32.919,31.976,31.033,30.09,,
Tunisia,TUN,19.7178,18.3934,17.069,15.589,14.109,12.629,11.149,9.669,8.9534,8.2378,7.5222,6.8066,6.091,6.1592,6.2274,6.2956,6.3638,6.432,6.6636,6.8952,7.1268,7.3584,7.59,7.6402,7.6904,7.7406,7.7908,7.841,,
Turkey,TUR,64.9088,62.5874,60.266,59.1488,58.0316,56.9144,55.7972,54.68,52.7966,50.9132,49.0298,47.1464,45.263,43.9132,42.5634,41.2136,39.8638,38.514,37.0598,35.6056,34.1514,32.6972,31.243,30.3062,29.3694,28.4326,27.4958,26.559,,
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,143.1706,141.9348,140.699,139.4372,138.1754,136.9136,135.6518,134.39,134.347,134.304,134.261,134.218,134.175,134.03,133.885,133.74,133.595,133.45,131.392,129.334,127.276,125.218,123.16,122.205,121.25,120.295,119.34,118.385,,
Uganda,UGA,175.594,176.374,177.154,177.451,177.748,178.045,178.342,178.639,176.3152,173.9914,171.6676,169.3438,167.02,163.7628,160.5056,157.2484,153.9912,150.734,146.9648,143.1956,139.4264,135.6572,131.888,129.2776,126.6672,124.0568,121.4464,118.836,,
Ukraine,UKR,59.8592,58.7796,57.7,54.8676,52.0352,49.2028,46.3704,43.538,40.6862,37.8344,34.9826,32.1308,29.279,29.5054,29.7318,29.9582,30.1846,30.411,29.9194,29.4278,28.9362,28.4446,27.953,27.1046,26.2562,25.4078,24.5594,23.711,,
Upper middle income,UMC,42.00229109,41.07477767,40.25946272,40.07032724,39.81901949,39.41479224,38.71416952,37.88515603,37.07899388,36.03021227,34.74105785,33.29745065,31.63514175,30.44269606,29.52445655,28.99312905,28.78981922,28.97352243,29.70515499,30.47575273,31.06881206,31.50513088,31.71094574,31.58481158,31.38632863,31.19688429,30.97681357,30.72563351,,
Uruguay,URY,68.9318,69.7664,70.601,69.9378,69.2746,68.6114,67.9482,67.285,66.7674,66.2498,65.7322,65.2146,64.697,63.9782,63.2594,62.5406,61.8218,61.103,61.013,60.923,60.833,60.743,60.653,60.2678,59.8826,59.4974,59.1122,58.727,,
United States,USA,57.0142,58.2626,59.511,57.8868,56.2626,54.6384,53.0142,51.39,49.6484,47.9068,46.1652,44.4236,42.682,42.0618,41.4416,40.8214,40.2012,39.581,37.2522,34.9234,32.5946,30.2658,27.937,26.3216,24.7062,23.0908,21.4754,19.86,,
Uzbekistan,UZB,53.6328,57.2394,60.846,57.089,53.332,49.575,45.818,42.061,37.3172,32.5734,27.8296,23.0858,18.342,18.295,18.248,18.201,18.154,18.107,19.2436,20.3802,21.5168,22.6534,23.79,23.79,23.79,23.79,23.79,23.79,,
St. Vincent and the Grenadines,VCT,90.8138,89.3824,87.951,85.5894,83.2278,80.8662,78.5046,76.143,73.8354,71.5278,69.2202,66.9126,64.605,63.4696,62.3342,61.1988,60.0634,58.928,58.044,57.16,56.276,55.392,54.508,53.4104,52.3128,51.2152,50.1176,49.02,,
"Venezuela, RB",VEN,97.059,95.999,94.939,94.771,94.603,94.435,94.267,94.099,93.6986,93.2982,92.8978,92.4974,92.097,91.6574,91.2178,90.7782,90.3386,89.899,89.4832,89.0674,88.6516,88.2358,87.82,87.3234,86.8268,86.3302,85.8336,85.337,,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,79.0418,78.0314,77.021,74.5186,72.0162,69.5138,67.0114,64.509,61.4968,58.4846,55.4724,52.4602,49.448,49.4754,49.5028,49.5302,49.5576,49.585,48.8174,48.0498,47.2822,46.5146,45.747,42.375,39.003,35.631,32.259,28.887,,
Vietnam,VNM,30.9624,32.3852,33.808,32.9962,32.1844,31.3726,30.5608,29.749,29.3812,29.0134,28.6456,28.2778,27.91,28.4872,29.0644,29.6416,30.2188,30.796,31.849,32.902,33.955,35.008,36.061,35.0346,34.0082,32.9818,31.9554,30.929,,
Vanuatu,VUT,72.9596,71.3908,69.822,68.2506,66.6792,65.1078,63.5364,61.965,61.292,60.619,59.946,59.273,58.6,57.9142,57.2284,56.5426,55.8568,55.171,54.6456,54.1202,53.5948,53.0694,52.544,51.9226,51.3012,50.6798,50.0584,49.437,,
World,WLD,65.73818689,65.14250975,64.65615402,64.0595653,63.36139244,62.47965375,61.33606883,60.06977139,58.98491334,57.73300069,56.32757328,54.77163833,53.07581644,51.69628582,50.52288942,49.646087,48.96110952,48.55494262,48.35958956,48.15123919,47.80662055,47.32477523,46.70487967,45.91674605,45.08838378,44.25737764,43.36176436,42.455699,,
Samoa,WSM,35.9574,34.8132,33.669,35.954,38.239,40.524,42.809,45.094,43.4742,41.8544,40.2346,38.6148,36.995,35.9308,34.8666,33.8024,32.7382,31.674,30.9894,30.3048,29.6202,28.9356,28.251,27.378,26.505,25.632,24.759,23.886,,
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,148.7308,147.4854,146.24,139.255,132.27,125.285,118.3,111.315,106.162,101.009,95.856,90.703,85.55,83.76,81.97,80.18,78.39,76.6,74.8144,73.0288,71.2432,69.4576,67.672,66.208,64.744,63.28,61.816,60.352,,
South Africa,ZAF,96.2902,93.3046,90.319,87.672,85.025,82.378,79.731,77.084,74.8174,72.5508,70.2842,68.0176,65.751,66.0524,66.3538,66.6552,66.9566,67.258,68.2016,69.1452,70.0888,71.0324,71.976,71.1624,70.3488,69.5352,68.7216,67.908,,
Zambia,ZMB,159.1766,158.3058,157.435,158.01,158.585,159.16,159.735,160.31,160.1972,160.0844,159.9716,159.8588,159.746,157.5886,155.4312,153.2738,151.1164,148.959,146.5064,144.0538,141.6012,139.1486,136.696,133.3792,130.0624,126.7456,123.4288,120.112,,
Zimbabwe,ZWE,105.8928,104.3194,102.746,102.2124,101.6788,101.1452,100.6116,100.078,100.1326,100.1872,100.2418,100.2964,100.351,102.499,104.647,106.795,108.943,111.091,110.6414,110.1918,109.7422,109.2926,108.843,104.3014,99.7598,95.2182,90.6766,86.135,,
